time,reporter,call_sign,band
2020-12-13 15:00:00,LU1ZG,DP0GVN,20m
2020-12-13 15:00:00,LU1IBL,LU4HK,40m
2020-12-13 15:00:00,LU1MAW,LU4HK,40m
2020-12-13 15:00:00,LU2MMR,LU4HK,40m
2020-12-13 15:00:00,LU7DSU,LU4HK,40m
2020-12-13 15:00:00,LU7WA,LU4HK,40m
2020-12-13 15:00:00,PT2FHC,LU4HK,40m
2020-12-13 15:00:00,PY2GN,LU4HK,40m
2020-12-13 15:00:00,PY2UGO,LU4HK,40m
2020-12-13 15:00:00,LU1IBL,LW1EAA,40m
2020-12-13 15:00:00,LU1IBL,LW1EAA,40m
2020-12-13 15:00:00,LU1MAW,LW1EAA,40m
2020-12-13 15:00:00,LU2MMR,LW1EAA,40m
2020-12-13 15:00:00,LU7DSU,LW1EAA,40m
2020-12-13 15:00:00,PT2FHC,LW1EAA,40m
2020-12-13 15:00:00,PY2GN,LW1EAA,40m
2020-12-13 15:00:00,PY2UGO,LW1EAA,40m
2020-12-13 15:02:00,LU1IBL,LU3BCM,40m
2020-12-13 15:02:00,LU1IBL,LU3BCM,40m
2020-12-13 15:02:00,LU2MMR,LU3BCM,40m
2020-12-13 15:02:00,LU4HK,LU3BCM,40m
2020-12-13 15:02:00,LU7DSU,LU3BCM,40m
2020-12-13 15:02:00,LW1EAA,LU3BCM,40m
2020-12-13 15:02:00,LW1EAA,LU3BCM,40m
2020-12-13 15:02:00,PT2FHC,LU3BCM,40m
2020-12-13 15:02:00,PY2GN,LU3BCM,40m
2020-12-13 15:02:00,PY2UGO,LU3BCM,40m
2020-12-13 15:02:00,LU2MMR,LU7WA,40m
2020-12-13 15:02:00,LU4HK,LU7WA,40m
2020-12-13 15:02:00,LU7DSU,LU7WA,40m
2020-12-13 15:02:00,LU2MMR,LU8YD,40m
2020-12-13 15:04:00,DP0GVN-1,LU1HVK,20m
2020-12-13 15:04:00,LU3DJ,LU1HVK,20m
2020-12-13 15:04:00,LU3DJ,LU1HVK,20m
2020-12-13 15:04:00,LU4ECL,LU1HVK,20m
2020-12-13 15:04:00,LU7CRA,LU1HVK,20m
2020-12-13 15:04:00,LU7CRA,LU1HVK,20m
2020-12-13 15:04:00,PT2FHC,LU1HVK,20m
2020-12-13 15:04:00,PY2GN,LU1HVK,20m
2020-12-13 15:04:00,PY2SDR,LU1HVK,20m
2020-12-13 15:04:00,PY2SWL,LU1HVK,20m
2020-12-13 15:04:00,LU1IBL,LU3BCM,40m
2020-12-13 15:04:00,LU1MAW,LU3BCM,40m
2020-12-13 15:04:00,LU4HK,LU3BCM,40m
2020-12-13 15:04:00,PT2FHC,LU3BCM,40m
2020-12-13 15:04:00,PY2GN,LU3BCM,40m
2020-12-13 15:04:00,PY2UGO,LU3BCM,40m
2020-12-13 15:04:00,LU4HK,LU7DSU,40m
2020-12-13 15:04:00,LU7YG,LU8YD,80m
2020-12-13 15:04:00,CE3BSK,LU9WT,20m
2020-12-13 15:04:00,CE3JSX,LU9WT,20m
2020-12-13 15:04:00,CE3JSX,LU9WT,20m
2020-12-13 15:04:00,DP0GVN,LU9WT,20m
2020-12-13 15:04:00,DP0GVN-1,LU9WT,20m
2020-12-13 15:04:00,LU1HKO,LU9WT,20m
2020-12-13 15:04:00,LU3DJ,LU9WT,20m
2020-12-13 15:04:00,LU3DJ,LU9WT,20m
2020-12-13 15:04:00,LU4ECL,LU9WT,20m
2020-12-13 15:04:00,LU7CRA,LU9WT,20m
2020-12-13 15:04:00,LU7CRA,LU9WT,20m
2020-12-13 15:04:00,PT2FHC,LU9WT,20m
2020-12-13 15:04:00,PY2GN,LU9WT,20m
2020-12-13 15:04:00,PY2SDR,LU9WT,20m
2020-12-13 15:06:00,PT2FHC,CP6EE,40m
2020-12-13 15:06:00,PY2GN,CP6EE,40m
2020-12-13 15:06:00,PY2SDR,LU4FDV,20m
2020-12-13 15:06:00,CE3BSK,LU7CRA,20m
2020-12-13 15:06:00,LU1ESY,LU7CRA,20m
2020-12-13 15:06:00,LU1HVK,LU7CRA,20m
2020-12-13 15:06:00,PT2FHC,LU7CRA,20m
2020-12-13 15:06:00,PY2GN,LU7CRA,20m
2020-12-13 15:06:00,PY2SDR,LU7CRA,20m
2020-12-13 15:06:00,LU1MAW,LU8DPV,40m
2020-12-13 15:06:00,LU2MMR,LU8DPV,40m
2020-12-13 15:06:00,LU3BCM,LU8DPV,40m
2020-12-13 15:06:00,LU4AA,LU8DPV,40m
2020-12-13 15:06:00,LU4HK,LU8DPV,40m
2020-12-13 15:06:00,LU7DSU,LU8DPV,40m
2020-12-13 15:06:00,LW1EAA,LU8DPV,40m
2020-12-13 15:06:00,PY2UGO,LU8DPV,40m
2020-12-13 15:06:00,LU7WA,LU8YD,40m
2020-12-13 15:08:00,PY2SDR,LU1ZG,20m
2020-12-13 15:08:00,LU1IBL,LU3BCM,40m
2020-12-13 15:08:00,LU1IBL,LU3BCM,40m
2020-12-13 15:08:00,LU1MAW,LU3BCM,40m
2020-12-13 15:08:00,LU2MMR,LU3BCM,40m
2020-12-13 15:08:00,LU4HK,LU3BCM,40m
2020-12-13 15:08:00,LU7DSU,LU3BCM,40m
2020-12-13 15:08:00,LW1EAA,LU3BCM,40m
2020-12-13 15:08:00,LW1EAA,LU3BCM,40m
2020-12-13 15:08:00,PT2FHC,LU3BCM,40m
2020-12-13 15:08:00,PY2GN,LU3BCM,40m
2020-12-13 15:08:00,PY2UGO,LU3BCM,40m
2020-12-13 15:08:00,DP0GVN,LU9XT,20m
2020-12-13 15:08:00,DP0GVN-1,LU9XT,20m
2020-12-13 15:08:00,LU1ESY,LU9XT,20m
2020-12-13 15:08:00,LU1HKO,LU9XT,20m
2020-12-13 15:08:00,LU2FCY,LU9XT,20m
2020-12-13 15:08:00,LU2MMR,LU9XT,20m
2020-12-13 15:08:00,LU3DJ,LU9XT,20m
2020-12-13 15:08:00,LU3DJ,LU9XT,20m
2020-12-13 15:08:00,LU7CRA,LU9XT,20m
2020-12-13 15:08:00,LU7CRA,LU9XT,20m
2020-12-13 15:08:00,PT2FHC,LU9XT,20m
2020-12-13 15:08:00,PY2GN,LU9XT,20m
2020-12-13 15:08:00,PY2SDR,LU9XT,20m
2020-12-13 15:10:00,LU1IBL,LU3BCM,40m
2020-12-13 15:10:00,LU1IBL,LU3BCM,40m
2020-12-13 15:10:00,LU2MMR,LU3BCM,40m
2020-12-13 15:10:00,LU7DSU,LU3BCM,40m
2020-12-13 15:10:00,PT2FHC,LU3BCM,40m
2020-12-13 15:10:00,PY2GN,LU3BCM,40m
2020-12-13 15:10:00,PY2UGO,LU3BCM,40m
2020-12-13 15:10:00,LU1IBL,LU4HK,40m
2020-12-13 15:10:00,LU1IBL,LU4HK,40m
2020-12-13 15:10:00,LU2MMR,LU4HK,40m
2020-12-13 15:10:00,LU7DSU,LU4HK,40m
2020-12-13 15:10:00,PY2UGO,LU4HK,40m
2020-12-13 15:10:00,LU7WA,LU8YD,40m
2020-12-13 15:10:00,LU1IBL,LW1EAA,40m
2020-12-13 15:10:00,LU1IBL,LW1EAA,40m
2020-12-13 15:10:00,LU2MMR,LW1EAA,40m
2020-12-13 15:10:00,LU7DSU,LW1EAA,40m
2020-12-13 15:10:00,PY2GN,LW1EAA,40m
2020-12-13 15:10:00,PY2UGO,LW1EAA,40m
2020-12-13 15:12:00,PY2GN,LU4FDV,20m
2020-12-13 15:12:00,PY2SDR,LU4FDV,20m
2020-12-13 15:12:00,LU3BCM,LU7DSU,40m
2020-12-13 15:12:00,LU4HK,LU7DSU,40m
2020-12-13 15:12:00,LW1EAA,LU7DSU,40m
2020-12-13 15:14:00,PT2FHC,CP6EE,40m
2020-12-13 15:14:00,PY2GN,CP6EE,40m
2020-12-13 15:14:00,PY2UGO,CP6EE,40m
2020-12-13 15:14:00,DP0GVN-1,LU1HVK,20m
2020-12-13 15:14:00,LU3DJ,LU1HVK,20m
2020-12-13 15:14:00,LU3DJ,LU1HVK,20m
2020-12-13 15:14:00,LU4ECL,LU1HVK,20m
2020-12-13 15:14:00,PT2FHC,LU1HVK,20m
2020-12-13 15:14:00,PY2GN,LU1HVK,20m
2020-12-13 15:14:00,PY2SDR,LU1HVK,20m
2020-12-13 15:14:00,PY2SWL,LU1HVK,20m
2020-12-13 15:14:00,LU1IBL,LU3BCM,40m
2020-12-13 15:14:00,LU1IBL,LU3BCM,40m
2020-12-13 15:14:00,LU1MAW,LU3BCM,40m
2020-12-13 15:14:00,LU2MMR,LU3BCM,40m
2020-12-13 15:14:00,LU4HK,LU3BCM,40m
2020-12-13 15:14:00,LU7DSU,LU3BCM,40m
2020-12-13 15:14:00,LW1EAA,LU3BCM,40m
2020-12-13 15:14:00,LW1EAA,LU3BCM,40m
2020-12-13 15:14:00,PT2FHC,LU3BCM,40m
2020-12-13 15:14:00,PY2GN,LU3BCM,40m
2020-12-13 15:14:00,PY2UGO,LU3BCM,40m
2020-12-13 15:14:00,CE3BSK,LU7CRA,20m
2020-12-13 15:14:00,DP0GVN,LU7CRA,20m
2020-12-13 15:14:00,DP0GVN-1,LU7CRA,20m
2020-12-13 15:14:00,LU1ESY,LU7CRA,20m
2020-12-13 15:14:00,LU1HKO,LU7CRA,20m
2020-12-13 15:14:00,LU4ECL,LU7CRA,20m
2020-12-13 15:14:00,PT2FHC,LU7CRA,20m
2020-12-13 15:14:00,PY2GN,LU7CRA,20m
2020-12-13 15:14:00,PY2SDR,LU7CRA,20m
2020-12-13 15:14:00,PY2SWL,LU7CRA,20m
2020-12-13 15:14:00,LU2MMR,LU7WA,40m
2020-12-13 15:14:00,LU4HK,LU7WA,40m
2020-12-13 15:14:00,LU7DSU,LU7WA,40m
2020-12-13 15:14:00,LU1MAW,LU8DPV,40m
2020-12-13 15:14:00,LU2MMR,LU8DPV,40m
2020-12-13 15:14:00,LU4HK,LU8DPV,40m
2020-12-13 15:14:00,LU7DSU,LU8DPV,40m
2020-12-13 15:14:00,LW1EAA,LU8DPV,40m
2020-12-13 15:14:00,LW1EAA,LU8DPV,40m
2020-12-13 15:14:00,PY2UGO,LU8DPV,40m
2020-12-13 15:14:00,LU2MMR,LU8YD,40m
2020-12-13 15:14:00,LU4HK,LU8YD,40m
2020-12-13 15:14:00,CE3BSK,LU9WT,20m
2020-12-13 15:14:00,DP0GVN-1,LU9WT,20m
2020-12-13 15:14:00,LU1ESY,LU9WT,20m
2020-12-13 15:14:00,LU1HKO,LU9WT,20m
2020-12-13 15:14:00,LU2BN,LU9WT,20m
2020-12-13 15:14:00,LU2FCY,LU9WT,20m
2020-12-13 15:14:00,LU3DJ,LU9WT,20m
2020-12-13 15:14:00,LU3DJ,LU9WT,20m
2020-12-13 15:14:00,PT2FHC,LU9WT,20m
2020-12-13 15:14:00,PY2GN,LU9WT,20m
2020-12-13 15:14:00,PY2SDR,LU9WT,20m
2020-12-13 15:14:00,PY2SWL,LU9WT,20m
2020-12-13 15:16:00,LU3DJ,DP0GVN,20m
2020-12-13 15:16:00,LU3DJ,DP0GVN,20m
2020-12-13 15:16:00,CE3JSX,LU1ZG,20m
2020-12-13 15:16:00,CE3JSX,LU1ZG,20m
2020-12-13 15:16:00,PY2SDR,LU1ZG,20m
2020-12-13 15:16:00,LU1IBL,LU3BCM,40m
2020-12-13 15:16:00,LU1IBL,LU3BCM,40m
2020-12-13 15:16:00,LU1MAW,LU3BCM,40m
2020-12-13 15:16:00,LU4HK,LU3BCM,40m
2020-12-13 15:16:00,LU7DSU,LU3BCM,40m
2020-12-13 15:16:00,LW1EAA,LU3BCM,40m
2020-12-13 15:16:00,LW1EAA,LU3BCM,40m
2020-12-13 15:16:00,PT2FHC,LU3BCM,40m
2020-12-13 15:16:00,PY2GN,LU3BCM,40m
2020-12-13 15:16:00,PY2SDR,LU4FDV,20m
2020-12-13 15:16:00,LU7YG,LU8YD,80m
2020-12-13 15:16:00,CE3JSX,LU9XT,20m
2020-12-13 15:16:00,CE3JSX,LU9XT,20m
2020-12-13 15:16:00,DP0GVN,LU9XT,20m
2020-12-13 15:16:00,DP0GVN-1,LU9XT,20m
2020-12-13 15:16:00,LU1ESY,LU9XT,20m
2020-12-13 15:16:00,LU1HKO,LU9XT,20m
2020-12-13 15:16:00,LU2MMR,LU9XT,20m
2020-12-13 15:16:00,LU3DJ,LU9XT,20m
2020-12-13 15:16:00,LU3DJ,LU9XT,20m
2020-12-13 15:16:00,LU4ECL,LU9XT,20m
2020-12-13 15:16:00,LU7CRA,LU9XT,20m
2020-12-13 15:16:00,LU7CRA,LU9XT,20m
2020-12-13 15:16:00,PT2FHC,LU9XT,20m
2020-12-13 15:16:00,PY2GN,LU9XT,20m
2020-12-13 15:16:00,PY2SDR,LU9XT,20m
2020-12-13 15:16:00,PY2SWL,LU9XT,20m
2020-12-13 15:16:00,LU1HKO,PY1ZB,20m
2020-12-13 15:16:00,LU4ECL,PY1ZB,20m
2020-12-13 15:16:00,LU7CRA,PY1ZB,20m
2020-12-13 15:16:00,LU7CRA,PY1ZB,20m
2020-12-13 15:18:00,DP0GVN,CE3JSX,20m
2020-12-13 15:18:00,DP0GVN-1,CE3JSX,20m
2020-12-13 15:18:00,LU1ESY,CE3JSX,20m
2020-12-13 15:18:00,LU1HKO,CE3JSX,20m
2020-12-13 15:18:00,LU2BN,CE3JSX,20m
2020-12-13 15:18:00,LU3DJ,CE3JSX,20m
2020-12-13 15:18:00,LU3DJ,CE3JSX,20m
2020-12-13 15:18:00,LU4ECL,CE3JSX,20m
2020-12-13 15:18:00,LU7CRA,CE3JSX,20m
2020-12-13 15:18:00,LU7CRA,CE3JSX,20m
2020-12-13 15:18:00,LU9WT,CE3JSX,20m
2020-12-13 15:18:00,LU9XT,CE3JSX,20m
2020-12-13 15:18:00,PT2FHC,CE3JSX,20m
2020-12-13 15:18:00,PY2GN,CE3JSX,20m
2020-12-13 15:18:00,PY2SDR,CE3JSX,20m
2020-12-13 15:18:00,PY2SWL,CE3JSX,20m
2020-12-13 15:18:00,LU2MMR,LU8YD,40m
2020-12-13 15:18:00,LU4HK,LU8YD,40m
2020-12-13 15:18:00,LU1IBL,LW1EAA,40m
2020-12-13 15:18:00,LU1IBL,LW1EAA,40m
2020-12-13 15:18:00,LU2MMR,LW1EAA,40m
2020-12-13 15:18:00,LU3BCM,LW1EAA,40m
2020-12-13 15:18:00,LU4HK,LW1EAA,40m
2020-12-13 15:18:00,PY2UGO,LW1EAA,40m
2020-12-13 15:20:00,LU1IBL,LU3BCM,40m
2020-12-13 15:20:00,LU1IBL,LU3BCM,40m
2020-12-13 15:20:00,LU1MAW,LU3BCM,40m
2020-12-13 15:20:00,LU4HK,LU3BCM,40m
2020-12-13 15:20:00,LW1EAA,LU3BCM,40m
2020-12-13 15:20:00,LW1EAA,LU3BCM,40m
2020-12-13 15:20:00,PT2FHC,LU3BCM,40m
2020-12-13 15:20:00,PY2GN,LU3BCM,40m
2020-12-13 15:20:00,PY2UGO,LU3BCM,40m
2020-12-13 15:20:00,PY2SDR,LU4FDV,20m
2020-12-13 15:20:00,LU4HK,LU7DSU,40m
2020-12-13 15:20:00,LW1EAA,LU7DSU,40m
2020-12-13 15:20:00,LW1EAA,LU7DSU,40m
2020-12-13 15:22:00,LU1IBL,LU3BCM,40m
2020-12-13 15:22:00,LU1IBL,LU3BCM,40m
2020-12-13 15:22:00,LU1MAW,LU3BCM,40m
2020-12-13 15:22:00,LU2AXF,LU3BCM,40m
2020-12-13 15:22:00,LU2AXF,LU3BCM,40m
2020-12-13 15:22:00,LU2AXF,LU3BCM,40m
2020-12-13 15:22:00,LU7DSU,LU3BCM,40m
2020-12-13 15:22:00,LW1EAA,LU3BCM,40m
2020-12-13 15:22:00,LW1EAA,LU3BCM,40m
2020-12-13 15:22:00,PT2FHC,LU3BCM,40m
2020-12-13 15:22:00,PY2GN,LU3BCM,40m
2020-12-13 15:22:00,PY2UGO,LU3BCM,40m
2020-12-13 15:22:00,LU1IBL,LU4HK,40m
2020-12-13 15:22:00,LU1IBL,LU4HK,40m
2020-12-13 15:22:00,LU1MAW,LU4HK,40m
2020-12-13 15:22:00,LU2AXF,LU4HK,40m
2020-12-13 15:22:00,LU7DSU,LU4HK,40m
2020-12-13 15:22:00,LU7WA,LU4HK,40m
2020-12-13 15:22:00,LW1EAA,LU4HK,40m
2020-12-13 15:22:00,LW1EAA,LU4HK,40m
2020-12-13 15:22:00,PY2GN,LU4HK,40m
2020-12-13 15:22:00,CE3BSK,LU7CRA,20m
2020-12-13 15:22:00,CE3JSX,LU7CRA,20m
2020-12-13 15:22:00,CE3JSX,LU7CRA,20m
2020-12-13 15:22:00,DP0GVN-1,LU7CRA,20m
2020-12-13 15:22:00,LU1HKO,LU7CRA,20m
2020-12-13 15:22:00,LU4ECL,LU7CRA,20m
2020-12-13 15:22:00,LU9WT,LU7CRA,20m
2020-12-13 15:22:00,PT2FHC,LU7CRA,20m
2020-12-13 15:22:00,PY2GN,LU7CRA,20m
2020-12-13 15:22:00,PY2SDR,LU7CRA,20m
2020-12-13 15:22:00,PY2SWL,LU7CRA,20m
2020-12-13 15:24:00,LU4HK,CP6EE,40m
2020-12-13 15:24:00,PT2FHC,CP6EE,40m
2020-12-13 15:24:00,LU1ZG,DP0GVN,20m
2020-12-13 15:24:00,DP0GVN-1,LU1HVK,20m
2020-12-13 15:24:00,LU4ECL,LU1HVK,20m
2020-12-13 15:24:00,LU7CRA,LU1HVK,20m
2020-12-13 15:24:00,PT2FHC,LU1HVK,20m
2020-12-13 15:24:00,PY2GN,LU1HVK,20m
2020-12-13 15:24:00,PY2SDR,LU1HVK,20m
2020-12-13 15:24:00,PY2SWL,LU1HVK,20m
2020-12-13 15:24:00,LU4HK,LU7WA,40m
2020-12-13 15:24:00,LU1IBL,LU8DPV,40m
2020-12-13 15:24:00,LU1IBL,LU8DPV,40m
2020-12-13 15:24:00,LU2AXF,LU8DPV,40m
2020-12-13 15:24:00,LU2MMR,LU8DPV,40m
2020-12-13 15:24:00,LU3BCM,LU8DPV,40m
2020-12-13 15:24:00,LU4AA,LU8DPV,40m
2020-12-13 15:24:00,LU4HK,LU8DPV,40m
2020-12-13 15:24:00,LU7DSU,LU8DPV,40m
2020-12-13 15:24:00,LW1EAA,LU8DPV,40m
2020-12-13 15:24:00,LW1EAA,LU8DPV,40m
2020-12-13 15:24:00,PY2UGO,LU8DPV,40m
2020-12-13 15:24:00,LU7YG,LU8YD,80m
2020-12-13 15:24:00,CE3JSX,LU9XT,20m
2020-12-13 15:24:00,CE3JSX,LU9XT,20m
2020-12-13 15:24:00,DP0GVN,LU9XT,20m
2020-12-13 15:24:00,DP0GVN-1,LU9XT,20m
2020-12-13 15:24:00,LU1ZG,LU9XT,20m
2020-12-13 15:24:00,LU2BN,LU9XT,20m
2020-12-13 15:24:00,LU4ECL,LU9XT,20m
2020-12-13 15:24:00,LU7CRA,LU9XT,20m
2020-12-13 15:24:00,LU7CRA,LU9XT,20m
2020-12-13 15:24:00,PT2FHC,LU9XT,20m
2020-12-13 15:24:00,PY2GN,LU9XT,20m
2020-12-13 15:24:00,PY2SDR,LU9XT,20m
2020-12-13 15:24:00,PY2SWL,LU9XT,20m
2020-12-13 15:26:00,PT2FHC,CP6EE,40m
2020-12-13 15:26:00,CE3JSX,LU1ZG,20m
2020-12-13 15:26:00,CE3JSX,LU1ZG,20m
2020-12-13 15:26:00,PY2SDR,LU1ZG,20m
2020-12-13 15:26:00,CE3JSX,LU4ECL,20m
2020-12-13 15:26:00,CE3JSX,LU4ECL,20m
2020-12-13 15:26:00,DP0GVN,LU4ECL,20m
2020-12-13 15:26:00,DP0GVN-1,LU4ECL,20m
2020-12-13 15:26:00,LU1HKO,LU4ECL,20m
2020-12-13 15:26:00,LU1HVK,LU4ECL,20m
2020-12-13 15:26:00,LU2MMR,LU4ECL,20m
2020-12-13 15:26:00,LU7CRA,LU4ECL,20m
2020-12-13 15:26:00,LU7CRA,LU4ECL,20m
2020-12-13 15:26:00,PT2FHC,LU4ECL,20m
2020-12-13 15:26:00,PY2GN,LU4ECL,20m
2020-12-13 15:26:00,PY2SDR,LU4ECL,20m
2020-12-13 15:26:00,PY2SWL,LU4ECL,20m
2020-12-13 15:26:00,PY2SDR,LU4FDV,20m
2020-12-13 15:28:00,LU1IBL,LU3BCM,40m
2020-12-13 15:28:00,LU1IBL,LU3BCM,40m
2020-12-13 15:28:00,LU1MAW,LU3BCM,40m
2020-12-13 15:28:00,LU2MMR,LU3BCM,40m
2020-12-13 15:28:00,LU4HK,LU3BCM,40m
2020-12-13 15:28:00,LU7DSU,LU3BCM,40m
2020-12-13 15:28:00,LW1EAA,LU3BCM,40m
2020-12-13 15:28:00,LW1EAA,LU3BCM,40m
2020-12-13 15:28:00,PT2FHC,LU3BCM,40m
2020-12-13 15:28:00,PY2GN,LU3BCM,40m
2020-12-13 15:28:00,PY2UGO,LU3BCM,40m
2020-12-13 15:30:00,LU1IBL,LU2AXF,40m
2020-12-13 15:30:00,LU1IBL,LU2AXF,40m
2020-12-13 15:30:00,LU4HK,LU2AXF,40m
2020-12-13 15:30:00,LU7DSU,LU2AXF,40m
2020-12-13 15:30:00,PY2SDR,LU4FDV,20m
2020-12-13 15:30:00,LU2MMR,LU8YD,40m
2020-12-13 15:30:00,LU7DSU,LU8YD,40m
2020-12-13 15:30:00,LU7WA,LU8YD,40m
2020-12-13 15:30:00,LU1IBL,LW1EAA,40m
2020-12-13 15:30:00,LU2MMR,LW1EAA,40m
2020-12-13 15:30:00,LU4HK,LW1EAA,40m
2020-12-13 15:30:00,LU7DSU,LW1EAA,40m
2020-12-13 15:30:00,PY2GN,LW1EAA,40m
2020-12-13 15:30:00,PY2UGO,LW1EAA,40m
2020-12-13 15:32:00,LU1ZG,DP0GVN,20m
2020-12-13 15:32:00,LU4HK,LU1MAW,40m
2020-12-13 15:32:00,LU2MMR,LU2AXF,40m
2020-12-13 15:32:00,LU3BCM,LU2AXF,40m
2020-12-13 15:32:00,LU4HK,LU2AXF,40m
2020-12-13 15:32:00,LU7DSU,LU2AXF,40m
2020-12-13 15:32:00,LW1EAA,LU2AXF,40m
2020-12-13 15:32:00,LW1EAA,LU2AXF,40m
2020-12-13 15:32:00,CE3JSX,LU7CRA,20m
2020-12-13 15:32:00,CE3JSX,LU7CRA,20m
2020-12-13 15:32:00,LU1HKO,LU7CRA,20m
2020-12-13 15:32:00,LU4AA,LU7CRA,20m
2020-12-13 15:32:00,LU9WT,LU7CRA,20m
2020-12-13 15:32:00,PT2FHC,LU7CRA,20m
2020-12-13 15:32:00,PY2GN,LU7CRA,20m
2020-12-13 15:32:00,PY2SDR,LU7CRA,20m
2020-12-13 15:32:00,PY2SWL,LU7CRA,20m
2020-12-13 15:32:00,LU3BCM,LU8DPV,40m
2020-12-13 15:32:00,LU4HK,LU8DPV,40m
2020-12-13 15:32:00,LU7DSU,LU8DPV,40m
2020-12-13 15:32:00,LU7WA,LU8DPV,40m
2020-12-13 15:32:00,LW1EAA,LU8DPV,40m
2020-12-13 15:32:00,LW1EAA,LU8DPV,40m
2020-12-13 15:32:00,PY2UGO,LU8DPV,40m
2020-12-13 15:32:00,LU7YG,LU8YD,80m
2020-12-13 15:32:00,CE3JSX,LU9XT,20m
2020-12-13 15:32:00,CE3JSX,LU9XT,20m
2020-12-13 15:32:00,DP0GVN,LU9XT,20m
2020-12-13 15:32:00,DP0GVN-1,LU9XT,20m
2020-12-13 15:32:00,LU1HKO,LU9XT,20m
2020-12-13 15:32:00,LU1ZG,LU9XT,20m
2020-12-13 15:32:00,LU2BN,LU9XT,20m
2020-12-13 15:32:00,LU3DJ,LU9XT,20m
2020-12-13 15:32:00,LU3DJ,LU9XT,20m
2020-12-13 15:32:00,PT2FHC,LU9XT,20m
2020-12-13 15:32:00,PY2GN,LU9XT,20m
2020-12-13 15:32:00,PY2SDR,LU9XT,20m
2020-12-13 15:32:00,PY2SWL,LU9XT,20m
2020-12-13 15:34:00,DP0GVN-1,LU1HVK,20m
2020-12-13 15:34:00,LU4ECL,LU1HVK,20m
2020-12-13 15:34:00,LU7CRA,LU1HVK,20m
2020-12-13 15:34:00,LU7CRA,LU1HVK,20m
2020-12-13 15:34:00,LU9WT,LU1HVK,20m
2020-12-13 15:34:00,PT2FHC,LU1HVK,20m
2020-12-13 15:34:00,PY2GN,LU1HVK,20m
2020-12-13 15:34:00,PY2SDR,LU1HVK,20m
2020-12-13 15:34:00,PY2SWL,LU1HVK,20m
2020-12-13 15:34:00,LU1MAW,LU4HK,40m
2020-12-13 15:34:00,LU2MMR,LU4HK,40m
2020-12-13 15:34:00,LU3BCM,LU4HK,40m
2020-12-13 15:34:00,LU7DSU,LU4HK,40m
2020-12-13 15:34:00,LW1EAA,LU4HK,40m
2020-12-13 15:34:00,LW1EAA,LU4HK,40m
2020-12-13 15:34:00,PT2FHC,LU4HK,40m
2020-12-13 15:34:00,LU2MMR,LU7WA,40m
2020-12-13 15:34:00,LU2WBA,LU7WA,40m
2020-12-13 15:34:00,LU7DSU,LU7WA,40m
2020-12-13 15:34:00,LU2MMR,LU8YD,40m
2020-12-13 15:36:00,LU1IBL,LU3BCM,40m
2020-12-13 15:36:00,LU1IBL,LU3BCM,40m
2020-12-13 15:36:00,LU2AXF,LU3BCM,40m
2020-12-13 15:36:00,LU2MMR,LU3BCM,40m
2020-12-13 15:36:00,LU7DSU,LU3BCM,40m
2020-12-13 15:36:00,LW1EAA,LU3BCM,40m
2020-12-13 15:36:00,LW1EAA,LU3BCM,40m
2020-12-13 15:36:00,PY2GN,LU3BCM,40m
2020-12-13 15:36:00,PY2UGO,LU3BCM,40m
2020-12-13 15:36:00,PY2SDR,LU4FDV,20m
2020-12-13 15:36:00,LU7YG,LU8YD,80m
2020-12-13 15:36:00,CE3BSK,LU9WT,20m
2020-12-13 15:36:00,CE3JSX,LU9WT,20m
2020-12-13 15:36:00,CE3JSX,LU9WT,20m
2020-12-13 15:36:00,DP0GVN-1,LU9WT,20m
2020-12-13 15:36:00,LU1HKO,LU9WT,20m
2020-12-13 15:36:00,LU2BN,LU9WT,20m
2020-12-13 15:36:00,LU3DJ,LU9WT,20m
2020-12-13 15:36:00,LU3DJ,LU9WT,20m
2020-12-13 15:36:00,LU4ECL,LU9WT,20m
2020-12-13 15:36:00,LU7CRA,LU9WT,20m
2020-12-13 15:36:00,LU7CRA,LU9WT,20m
2020-12-13 15:36:00,PT2FHC,LU9WT,20m
2020-12-13 15:36:00,PY2GN,LU9WT,20m
2020-12-13 15:36:00,PY2SDR,LU9WT,20m
2020-12-13 15:36:00,PY2SWL,LU9WT,20m
2020-12-13 15:38:00,PT2FHC,CP6EE,40m
2020-12-13 15:38:00,PY2SDR,LU1ZG,20m
2020-12-13 15:38:00,LU1IBL,LU3BCM,40m
2020-12-13 15:38:00,LU1IBL,LU3BCM,40m
2020-12-13 15:38:00,LU1MAW,LU3BCM,40m
2020-12-13 15:38:00,LU2AXF,LU3BCM,40m
2020-12-13 15:38:00,LU2MMR,LU3BCM,40m
2020-12-13 15:38:00,LU7DSU,LU3BCM,40m
2020-12-13 15:38:00,LW1EAA,LU3BCM,40m
2020-12-13 15:38:00,PY2GN,LU3BCM,40m
2020-12-13 15:38:00,PY2UGO,LU3BCM,40m
2020-12-13 15:38:00,CE3JSX,LU4ECL,20m
2020-12-13 15:38:00,CE3JSX,LU4ECL,20m
2020-12-13 15:38:00,DP0GVN-1,LU4ECL,20m
2020-12-13 15:38:00,LU1HKO,LU4ECL,20m
2020-12-13 15:38:00,LU2MMR,LU4ECL,20m
2020-12-13 15:38:00,LU7CRA,LU4ECL,20m
2020-12-13 15:38:00,LU7CRA,LU4ECL,20m
2020-12-13 15:38:00,LU9XT,LU4ECL,20m
